"chrom","start","end","percent_methylation","methylated_reads","unmethylated_reads","read_depth","per_base_coverage"
"plasmid_puc19c",280,281,100,1,0,1,1
"plasmid_puc19c",284,285,100,1,0,1,1
"plasmid_puc19c",285,286,100,1,0,1,1
"plasmid_puc19c",294,295,100,1,0,1,1
"plasmid_puc19c",295,296,100,1,0,1,1
"plasmid_puc19c",302,303,100,1,0,1,1
"plasmid_puc19c",303,304,100,1,0,1,1
"plasmid_puc19c",312,313,100,1,0,1,1
"plasmid_puc19c",313,314,100,1,0,1,1
"plasmid_puc19c",335,336,100,1,0,1,1
"plasmid_puc19c",336,337,100,1,0,1,1
"plasmid_puc19c",351,352,100,1,0,1,1
"plasmid_puc19c",352,353,100,1,0,1,1
"plasmid_puc19c",371,372,100,1,0,1,1
"plasmid_puc19c",372,373,50,1,1,2,2
"plasmid_puc19c",374,375,100,1,0,1,1
"plasmid_puc19c",375,376,100,2,0,2,2
"plasmid_puc19c",384,385,0,0,1,1,1
"plasmid_puc19c",385,386,100,2,0,2,2
"plasmid_puc19c",388,389,100,2,0,2,2
"plasmid_puc19c",401,402,100,2,0,2,2
"plasmid_puc19c",407,408,100,2,0,2,2
"plasmid_puc19c",414,415,100,2,0,2,2
"plasmid_puc19c",431,432,100,1,0,1,1
"plasmid_puc19c",454,455,100,1,0,1,1
"plasmid_puc19c",496,497,100,1,0,1,1
"plasmid_puc19c",519,520,100,1,0,1,1
"plasmid_puc19c",524,525,100,1,0,1,1
"plasmid_puc19c",583,584,100,1,0,1,1
"plasmid_puc19c",584,585,100,2,0,2,2
"plasmid_puc19c",588,589,100,1,0,1,1
"plasmid_puc19c",589,590,100,2,0,2,2
"plasmid_puc19c",599,600,100,1,0,1,1
"plasmid_puc19c",600,601,100,2,0,2,2
"plasmid_puc19c",610,611,100,1,0,1,1
"plasmid_puc19c",611,612,100,2,0,2,2
"plasmid_puc19c",622,623,100,1,0,1,1
"plasmid_puc19c",623,624,100,2,0,2,2
"plasmid_puc19c",644,645,100,1,0,1,1
"plasmid_puc19c",645,646,100,2,0,2,2
"plasmid_puc19c",651,652,100,1,0,1,1
"plasmid_puc19c",652,653,100,1,0,1,1
"plasmid_puc19c",653,654,100,1,0,1,1
"plasmid_puc19c",654,655,100,1,0,1,1
"plasmid_puc19c",655,656,100,1,0,1,1
"plasmid_puc19c",656,657,100,1,0,1,1
"plasmid_puc19c",665,666,100,1,0,1,1
"plasmid_puc19c",666,667,100,1,0,1,1
"plasmid_puc19c",672,673,100,1,0,1,1
"plasmid_puc19c",673,674,100,1,0,1,1
"plasmid_puc19c",681,682,100,1,0,1,1
"plasmid_puc19c",682,683,100,1,0,1,1
"plasmid_puc19c",689,690,100,1,0,1,1
"plasmid_puc19c",690,691,100,1,0,1,1
"plasmid_puc19c",697,698,0,0,1,1,1
"plasmid_puc19c",698,699,100,1,0,1,1
"plasmid_puc19c",710,711,100,1,0,1,1
"plasmid_puc19c",715,716,100,1,0,1,1
"plasmid_puc19c",719,720,100,1,0,1,1
"plasmid_puc19c",723,724,100,1,0,1,1
"plasmid_puc19c",727,728,100,1,0,1,1
"plasmid_puc19c",733,734,100,1,0,1,1
"plasmid_puc19c",736,737,100,1,0,1,1
"plasmid_puc19c",739,740,100,1,0,1,1
"plasmid_puc19c",740,741,100,1,0,1,1
"plasmid_puc19c",760,761,100,1,0,1,1
"plasmid_puc19c",761,762,100,1,0,1,1
"plasmid_puc19c",768,769,100,1,0,1,1
"plasmid_puc19c",769,770,100,1,0,1,1
"plasmid_puc19c",794,795,100,1,0,1,1
"plasmid_puc19c",840,841,100,2,0,2,2
"plasmid_puc19c",851,852,100,2,0,2,2
"plasmid_puc19c",853,854,100,2,0,2,2
"plasmid_puc19c",862,863,100,2,0,2,2
"plasmid_puc19c",879,880,100,2,0,2,2
"plasmid_puc19c",890,891,100,3,0,3,3
"plasmid_puc19c",906,907,100,3,0,3,3
"plasmid_puc19c",909,910,100,3,0,3,3
"plasmid_puc19c",927,928,100,2,0,2,2
"plasmid_puc19c",934,935,100,2,0,2,2
"plasmid_puc19c",958,959,100,1,0,1,1
"plasmid_puc19c",980,981,100,1,0,1,1
"plasmid_puc19c",984,985,0,0,1,1,1
"plasmid_puc19c",997,998,100,1,0,1,1
"plasmid_puc19c",998,999,100,1,0,1,1
"plasmid_puc19c",1006,1007,100,1,0,1,1
"plasmid_puc19c",1007,1008,100,1,0,1,1
"plasmid_puc19c",1013,1014,0,0,1,1,1
"plasmid_puc19c",1014,1015,100,1,0,1,1
"plasmid_puc19c",1026,1027,100,1,0,1,1
"plasmid_puc19c",1040,1041,100,1,0,1,1
"plasmid_puc19c",1047,1048,100,1,0,1,1
"plasmid_puc19c",1052,1053,100,1,0,1,1
"plasmid_puc19c",1161,1162,0,0,1,1,1
"plasmid_puc19c",1171,1172,100,1,0,1,1
"plasmid_puc19c",1187,1188,100,1,0,1,1
"plasmid_puc19c",1197,1198,100,1,0,1,1
"plasmid_puc19c",1205,1206,100,1,0,1,1
"plasmid_puc19c",1244,1245,100,1,0,1,1
"plasmid_puc19c",1257,1258,100,1,0,1,1
"plasmid_puc19c",1292,1293,100,1,0,1,1
"plasmid_puc19c",1293,1294,100,1,0,1,1
"plasmid_puc19c",1325,1326,100,1,0,1,1
"plasmid_puc19c",1349,1350,100,1,0,1,1
"plasmid_puc19c",1376,1377,100,1,0,1,1
"plasmid_puc19c",1478,1479,100,1,0,1,1
"plasmid_puc19c",1488,1489,100,1,0,1,1
"plasmid_puc19c",1500,1501,100,1,0,1,1
"plasmid_puc19c",1510,1511,100,1,0,1,1
"plasmid_puc19c",1660,1661,100,2,0,2,2
"plasmid_puc19c",1661,1662,100,1,0,1,1
"plasmid_puc19c",1674,1675,100,1,0,1,1
"plasmid_puc19c",1675,1676,100,1,0,1,1
"plasmid_puc19c",1700,1701,100,2,0,2,2
"plasmid_puc19c",1701,1702,100,1,0,1,1
"plasmid_puc19c",1703,1704,100,2,0,2,2
"plasmid_puc19c",1704,1705,100,1,0,1,1
"plasmid_puc19c",1717,1718,100,2,0,2,2
"plasmid_puc19c",1718,1719,100,1,0,1,1
"plasmid_puc19c",1722,1723,100,2,0,2,2
"plasmid_puc19c",1723,1724,100,1,0,1,1
"plasmid_puc19c",1762,1763,100,2,0,2,2
"plasmid_puc19c",1764,1765,100,2,0,2,2
"plasmid_puc19c",1773,1774,100,2,0,2,2
"plasmid_puc19c",1780,1781,100,2,0,2,2
"plasmid_puc19c",1814,1815,100,1,0,1,1
"plasmid_puc19c",1823,1824,100,2,0,2,2
"plasmid_puc19c",1827,1828,100,2,0,2,2
"plasmid_puc19c",1853,1854,100,1,0,1,1
"plasmid_puc19c",1881,1882,100,1,0,1,1
"plasmid_puc19c",1903,1904,100,2,0,2,2
"plasmid_puc19c",1920,1921,100,2,0,2,2
"plasmid_puc19c",1925,1926,100,2,0,2,2
"plasmid_puc19c",1949,1950,100,2,0,2,2
"plasmid_puc19c",1950,1951,100,1,0,1,1
"plasmid_puc19c",1959,1960,100,2,0,2,2
"plasmid_puc19c",1960,1961,100,1,0,1,1
"plasmid_puc19c",1963,1964,100,2,0,2,2
"plasmid_puc19c",1964,1965,100,1,0,1,1
"plasmid_puc19c",1966,1967,50,1,1,2,2
"plasmid_puc19c",1967,1968,100,1,0,1,1
"plasmid_puc19c",1991,1992,100,1,0,1,1
"plasmid_puc19c",1992,1993,100,1,0,1,1
"plasmid_puc19c",2001,2002,100,2,0,2,2
"plasmid_puc19c",2002,2003,100,1,0,1,1
"plasmid_puc19c",2010,2011,100,2,0,2,2
"plasmid_puc19c",2011,2012,100,1,0,1,1
"plasmid_puc19c",2044,2045,100,2,0,2,2
"plasmid_puc19c",2045,2046,100,1,0,1,1
"plasmid_puc19c",2057,2058,100,1,0,1,1
"plasmid_puc19c",2058,2059,100,1,0,1,1
"plasmid_puc19c",2065,2066,100,1,0,1,1
"plasmid_puc19c",2066,2067,100,1,0,1,1
"plasmid_puc19c",2069,2070,100,1,0,1,1
"plasmid_puc19c",2070,2071,100,1,0,1,1
"plasmid_puc19c",2150,2151,100,1,0,1,1
"plasmid_puc19c",2211,2212,100,1,0,1,1
"plasmid_puc19c",2214,2215,100,1,0,1,1
"plasmid_puc19c",2218,2219,100,1,0,1,1
"plasmid_puc19c",2233,2234,100,1,0,1,1
"plasmid_puc19c",2236,2237,100,1,0,1,1
"plasmid_puc19c",2244,2245,100,1,0,1,1
"plasmid_puc19c",2255,2256,100,1,0,1,1
"plasmid_puc19c",2257,2258,100,2,0,2,2
"plasmid_puc19c",2298,2299,100,3,0,3,3
"plasmid_puc19c",2305,2306,100,3,0,3,3
"plasmid_puc19c",2310,2311,100,3,0,3,3
"plasmid_puc19c",2332,2333,100,3,0,3,3
"plasmid_puc19c",2350,2351,100,3,0,3,3
"plasmid_puc19c",2364,2365,100,2,0,2,2
"plasmid_puc19c",2405,2406,100,1,0,1,1
"plasmid_puc19c",2441,2442,100,1,0,1,1
"plasmid_puc19c",2461,2462,100,1,0,1,1
"plasmid_puc19c",2466,2467,100,1,0,1,1
"plasmid_puc19c",2540,2541,100,1,0,1,1
"plasmid_puc19c",2618,2619,100,1,0,1,1
"plasmid_puc19c",2664,2665,100,1,0,1,1
"plasmid_puc19c",2671,2672,100,1,0,1,1
"plasmid_puc19c",2682,2683,100,1,0,1,1
"OR482510.1",1987,1988,0,0,1,1,1
"OR482510.1",2006,2007,0,0,1,1,1
"OR482510.1",2026,2027,0,0,1,1,1
"OR482510.1",2058,2059,0,0,1,1,1
"OR482510.1",2084,2085,0,0,1,1,1
"OR482510.1",2088,2089,0,0,1,1,1
"OR482510.1",2090,2091,0,0,1,1,1
"OR482510.1",2160,2161,0,0,2,2,2
"OR482510.1",2207,2208,0,0,3,3,3
"OR482510.1",2217,2218,0,0,3,3,3
"OR482510.1",2236,2237,0,0,4,4,4
"OR482510.1",2340,2341,0,0,3,3,3
"OR482510.1",2344,2345,0,0,3,3,3
"OR482510.1",2346,2347,0,0,3,3,3
"OR482510.1",2367,2368,0,0,2,2,2
"OR482510.1",2403,2404,0,0,2,2,2
"OR482510.1",10618,10619,0,0,1,1,1
"OR482510.1",10631,10632,0,0,1,1,1
"OR482510.1",10637,10638,0,0,1,1,1
"OR482510.1",10690,10691,0,0,1,1,1
"OR482510.1",10763,10764,0,0,1,1,1
"OR482510.1",10784,10785,0,0,1,1,1
"OR482510.1",11043,11044,0,0,3,3,3
"OR482510.1",11083,11084,0,0,2,2,2
"OR482510.1",11093,11094,0,0,2,2,2
"OR482510.1",11152,11153,0,0,2,2,2
"OR482510.1",11184,11185,0,0,1,1,1
"OR482510.1",11192,11193,0,0,1,1,1
"OR482510.1",12313,12314,0,0,1,1,1
"OR482510.1",12444,12445,0,0,6,6,6
"OR482510.1",12448,12449,0,0,6,6,6
"OR482510.1",12452,12453,0,0,6,6,6
"OR482510.1",12467,12468,50,3,3,6,6
"OR482510.1",12480,12481,60,3,2,5,5
"OR482510.1",12493,12494,0,0,4,4,4
"OR482510.1",12498,12499,0,0,4,4,4
"OR482510.1",12543,12544,50,1,1,2,2
"OR482510.1",12624,12625,0,0,1,1,1
"OR482510.1",12627,12628,0,0,1,1,1
"OR482510.1",12641,12642,0,0,1,1,1
"OR482510.1",12695,12696,0,0,2,2,2
"OR482510.1",12735,12736,0,0,1,1,1
"OR482510.1",12754,12755,0,0,1,1,1
"OR482510.1",12821,12822,0,0,1,1,1
"OR482510.1",12824,12825,0,0,1,1,1
"OR482510.1",13477,13478,0,0,1,1,1
"OR482510.1",13577,13578,0,0,1,1,1
"OR482510.1",13657,13658,0,0,1,1,1
"OR482510.1",13787,13788,0,0,5,5,5
"OR482510.1",13799,13800,0,0,5,5,5
"OR482510.1",13811,13812,0,0,5,5,5
"OR482510.1",13823,13824,0,0,4,4,4
"OR482510.1",13867,13868,0,0,3,3,3
"OR482510.1",13909,13910,0,0,2,2,2
"OR482510.1",15398,15399,0,0,1,1,1
"OR482510.1",15421,15422,0,0,1,1,1
"OR482510.1",15425,15426,0,0,1,1,1
"OR482510.1",15443,15444,0,0,1,1,1
"OR482510.1",15803,15804,0,0,10,10,10
"OR482510.1",15856,15857,0,0,12,12,12
"OR482510.1",15860,15861,50,6,6,12,12
"OR482510.1",15951,15952,0,0,4,4,4
"OR482510.1",15980,15981,0,0,2,2,2
"OR482510.1",16126,16127,0,0,1,1,1
"OR482510.1",16132,16133,0,0,1,1,1
"OR482510.1",16144,16145,0,0,1,1,1
"OR482510.1",16148,16149,0,0,1,1,1
"OR482510.1",16160,16161,0,0,1,1,1
